"""RT @USCGSoutheast: Delegation led by Speaker Ryan @USCG A/S Miami to thank crewmembers for their efforts in support of Hurricanes #Harvey",Non-Rescue
"""RT @hollyshansen: Post #Harvey tax increases 'huge mistake",Non-Rescue
"""#NeverForget 08/28/2017#Harveys toll: 30",Rescue
"""As a result of #Harvey the City of #Houston proposed an emergency 8.9% tax increase",Non-Rescue
""".@SenTedCruz #Harvey did a substantial damage to Ag. 355",Non-Rescue
"""100's of people pack #CincoRanchHS. Homeowners are grilling experts",Non-Rescue
"""Amazing how fast physicians got back to full volume following #Harvey https://t.co/v4LSeJwME3  @texmed  @TexasDSHS @ChronMed""",Non-Rescue
"""A good place to start is divesting from the very oil &amp; gas companies that supercharged Sandy and #Harvey (&amp; #Irma",Non-Rescue
"""RT @SecretarySonny: Starting tomorrow",Rescue
"""A Delight Different Emergency Working Together. Love You! El Campo",Non-Rescue
"""RT @Jmalewitz: .@Glenn_Hegar  on #Harvey: """"I never imagined I'd hear airboats in Katy",Non-Rescue
"""Please check out and share the @HarveyRelief website! You can request #HarveyRelief",Rescue
"""Ohio Task Force 1 team who went to Houston to help after #Harvey now being sent to #PuertoRico after #Maria. Wishing them the best! @FOX19""",Rescue
"""If you're up early on a Saturday",Rescue
"""@risinginfidel Hi-tech computers couldn't predict a week before hurricanes #Harvey #Irma #Maria",Non-Rescue
"""Groups: #Harvey Recovery Must Serve Vulnerable Victims",Non-Rescue
"""Local Knights provide food &amp; shelter",Rescue
"""#Harvey Update:We are supporting a team from a sister church in IA now in Houston helping storm victims. Keep them and those in TX in prayer""",Rescue
"""Great work @53rdWRS! Lots of people going above &amp; beyond over the past few weeks. Even more during recovery process https://t.co/TvULwtbESF""",Non-Rescue
"""@tedcruz please #ExtendCHIP &amp; reject #GrahamCassidy! Families are struggling post #Harvey",Rescue
"""Heat stroke is a serious medical condition. If you see someone with these symptoms",Rescue
"""As @SBAgov helps w/ #Harvey &amp; #Irma recovery &amp; SE WI flooding",Rescue
"""RT @AnnyPachnerIRS: Under #IRS special program",Rescue
"""I'm celebrating my birthday on 9/27 at @Barrys_Pizza! @SaintArnold pint night &amp; @BARC_Houston fundraiser for pets d https://t.co/bfPpPqznXd""",Non-Rescue
"""Three active hurricane crises that all need our help. #Harvey",Rescue
"""There were a lot of force majeures from Hurricane #Harvey. So",Non-Rescue
"""Wed like to thank our members for their generosity! We raised $1",Rescue
"""Hearing an #NFL player is donating $100/tackle to #Harvey relief is nice",Rescue
"""We stand firm in our commitment to support those affected by Hurricane #Harvey",Non-Rescue
"""#tRump's favorability rating earns positive reviews 4 his responses 2 2 major hurricanes",Non-Rescue
"""Hurricane #Harvey Boosts Gasoline Prices 20%",Rescue
"""Vagues clines chez nousN'oublions pas les vagues assassines sur d'autres parties du globe #Harvey",Non-Rescue
"""RT @JakeKPRC2: .@SpeakerRyan has landed at Ellington. Awaiting briefing from @uscoastguard",Non-Rescue
"""RT @GT_Law: GT Team Update on #Jose",Non-Rescue
"""@Baylor students coming to help with #harvey cleanup tomorrow",Rescue
"""Time to pause &amp; prayhttps://t.co/XTuExsCdqV | Dear Father",Non-Rescue
"""RT @demscorruption: Fellow Americans",Rescue
"""#Mexico offered  assistance after #Harvey",Non-Rescue
"""RT @ClarkeIngram: Please pray for #PuertoRico",Rescue
"""Thinking about a #job in #Harvey",Non-Rescue
"""""""We need to remember that this is a long game."""" @JakeWoodTR  on a lean",Rescue
"""Just received my #Texas charm from James Avery! All proceeds from charms purchased go to those affected by #Harvey. https://t.co/e2DM3KV96S""",Rescue
"""Don't forget about those affected by #Harvey and #Irma. News changes daily",Rescue
"""RT @ItsRafLemaitre: Nearly 780",Non-Rescue
"""Defense Logistics Agency provides manpower",Rescue
"""RT @skytangoteam: 7 ways #drones are helping #hurricane #Irma",Rescue
"""RT @HoustonISD: 500 books donated to #HISD students affected by #Harvey by @BarbaraBushFdn",Rescue
""".@DMANF Members providing #Harvey #Irma #HurricaneMaria relief &amp; how to help... https://t.co/dpMPs7jyxl""",Rescue
"""RT @ArrghPaine: God didn't send #Harvey #Irma or #Maria",Non-Rescue
"""RT @TheChurchWW: Thank you Pastor Kenneth Traylor &amp; Greater Center Star Baptist Church",Non-Rescue
"""RT @SV_RedCross: Become a #redcross volunteer and help people in their time of need",Rescue
"""RT @SF_JimC: HURRICANE CLAIM UPDATE: #Harvey &amp; #Irma combined",Non-Rescue
"""#BeFraudSmart &amp; donate wisely when helping with #Harvey",Rescue
"""RT @LMinTX: Confederate statues",Non-Rescue
"""BOUNCE Report from #Harvey Affected Areas. Registration is underway to RestoreHOPE",Non-Rescue
"""After disasters like #Harvey and #Irma",Rescue
"""As a native of the Houston area w/family affected by #Harvey",Non-Rescue
"""#Thankyou @CentralMiddleSchool in Edmond",Rescue
"""RT @HappeningNow: How you can help the animals rescued from #Harvey &amp; #Irma? @RobinGanzert tells us",Rescue
"""#NeverForget 08/28/2017Hurricane #Harvey Boosts Gasoline Prices 20%",Rescue
"""RT @DrPeckPNP: My friends &amp; neighbors",Non-Rescue
"""RT @HHSGov: Just as with #Irma and #Harvey",Rescue
"""Some well users in Lumberton urged to boil water",Non-Rescue
"""Credit where credit is due. Thanks to the #LDS for running toward #Harvey heartache",Rescue
"""7 ways #drones are helping #hurricane #Irma",Rescue
"""Understanding a disaster's toll on health &amp; health care: Past lessons could help those affected by #Harvey",Rescue
"""RT @MayorLandrieu: With @GNOFoundation",Rescue
"""@RedCross #harvey My mom flagged them down in the neighborhood...they didn't even get out of the car",Rescue
"""Bobby Rodrigo and WeDoBetter on the ground with volunteers in Houston",Non-Rescue
"""RT @MattFinnFNC: A tweet can't sum up #Harvey.The images",Rescue
"""Massive thanks to Mr. Kelly at this @autozone",Non-Rescue
"""Run for #hurricane relief efforts! Help @ATLtrackclub give back to the @RedCross https://t.co/iqAsrfHAhu #Harvey #IrmaRecovery""",Rescue
"""RT @amontara11: As a result of #Harvey the City of #Houston proposed an emergency 8.9% tax increase",Non-Rescue
"""RT SenTedCruz """"#Meyerland homes were severely flooded by #Harvey",Rescue
"""RT @Shalom2Trump: @shannon6474sbcg @Franklin_Graham @POTUS Be a Strength",Non-Rescue
"""RT @briscoe_eagles: #BriscoeEagles:tomorrow is the """"Crazy Hair",Rescue
"""RT @RealtorAction: WATCH: @narleadership  urges help for people impacted by #Harvey",Rescue
"""RT @irmaIRS: #IRS gives #tax relief to victims of Hurricane #Irma; Like #Harvey",Rescue
"""RT @CatherineNBarde: Our partners the Mexican Red Cross were here for us during #Harvey. If you can assist",Rescue
"""RT @SenTedCruz: #Meyerland homes were severely flooded by #Harvey",Rescue
"""RT @TexasTribune: Analysis: The X-factor in 2018s Texas elections might be #Harvey",Non-Rescue
"""J|C teams excited to get out into the community",Rescue
"""Unions respond to Hurricanes #Harvey and #Irma with help",Rescue
"""RT @craigtimes: The @FEMA flood map for Houston missed 75% of areas flooded by #Harvey",Non-Rescue
"""@GingerPopy @SierraClub The victims of #Harvey",Rescue
"""@leonbridges @WillieNelson @RyanBingham #NathanielRateliff @cafetacvba  all n 1 weekend! Damn",Non-Rescue
"""This morning at a Houston shelter for displaced #Harvey survivors",Non-Rescue
"""RT @ProPublica: @RedCross 16/ So were on it. But also need your help. In response to #Harvey",Rescue
"""MT @AWEA TX is the heart of US #windpower",Rescue
"""#GM and #Ford to ship #vehicles into #Houston after #HurricaneHarvey - approx. 500",Non-Rescue
"""RT @12NewsNow: Faux fire marshal drove fire trucks",Non-Rescue
"""#Harvey downed flowering plants",Rescue
"""RT @CAP_Health: Important piece on health impact of Hurricane #Harvey. For more",Non-Rescue
"""RT @IRStaxpros: #IRS gives #tax relief to victims of Hurricane #Irma; Like #Harvey",Rescue
"""RT @chrisdolcewx: The big 3 of 2017 making U.S. landfall at Category 4 strength. #Maria (Puerto Rico)",Non-Rescue
"""This from 08/28/2017#Harveys toll: 30",Rescue
"""Info about continuing critical services for students",Rescue
"""RT @AirForceReserve: Many #Reservists are helping #Harvey relief efforts in uniform",Rescue
"""U can still help the families affected by Hurricanes #Harvey &amp; #Irma thru the @RedCross. Text REDCROSS to 90999 to https://t.co/1EzEYb7uS3""",Rescue
"""A Florida grocery chain donated to H-E-B during #Harvey. After #Irma",Rescue
"""RT @HumaneLA: 350+ animals transported out of harm's way",Rescue
"""RT @OSVNews: Prayer &amp; how to help those affected by hurricanes",Rescue
"""RT @USCPSC: If you have people in areas recovering from #Harvey or #Irma and you think they might have a portable generator",Rescue
"""To find out about #hurricane volunteer opps as they open up",Non-Rescue
"""RT @NHC_Atlantic: The eyewall of #Hurricane #Harvey is close to moving onshore",Non-Rescue
"""Interesting! 7 ways #drones are helping #hurricane #Irma",Rescue
"""Great tips for preparing for the winter season",Non-Rescue
"""#Meyerland homes were severely flooded by #Harvey",Rescue
"""On donor tour w @redcross of #Harvey relief sites. On 9/11",Rescue
"""RT @PatrickSvitek: .@SpeakerRyan",Rescue
"""RT @sandrogalea: 1/2 Despite #Irmas power",Non-Rescue
"""JARR has deployed our Emergency Fund Coordinator/VetTech",Rescue
"""#Media said nothing tests a president's leadership more than a natural disaster. #Trump had #Harvey &amp; #Irma back-to-back",Rescue
"""Aunque la normalidad ha ido llegando a Texas luego del paso del huracn #Harvey",Non-Rescue
"""TY! @GraceVanderWaal  for auctioning your ukulele to assist @austinpetsalive  help Hurricane #Harvey pets. Now $11",Rescue
"""RT @WCraigFugate: If these storms are setting records",Rescue
"""Dailypedia: Survivors of #hurricanes #Harvey and #Irma may not have a kitchen",Non-Rescue
"""RT @HowToGetAwayABC: To support people impacted by #Harvey",Rescue
"""RESOURCES | Several groups donating food",Rescue
"""RT @P_salmon: @EdwardJCameron What should we call the 1900 Galveston Hurricane that killed 10",Non-Rescue
"""RT @docmobile: If you know someone in the areas impacted by #Harvey or #Irma who might need help trying to clean up",Rescue
"""#Harvey: Nursing home residents rescued after viral photo 'safe",Rescue
"""Millions of dollars wasted that is needed for #Harvey &amp; #Irma ..#FrikinHypocrites .. https://t.co/di8EZa0MKk""",Non-Rescue
"""Kingshighway is the protest that mobilized within hours but couldn't be bothered to help #Harvey #Irma or #Chicago. But hey",Rescue
"""RT @DrBobBullard: Hey #Houston",Non-Rescue
"""#LookForTheHelpers. Where there are helpers",Rescue
"""For everyone suffering from the effects of Hurricanes #Harvey &amp; #Irma",Non-Rescue
"""PA Mayor Freeman said city maintenance",Rescue
"""When helping hurricane #Harvey victims",Rescue
"""Why I have immense gratitude and respect for my ED colleagues",Non-Rescue
"""Thank you to @golden1cu for your $10",Rescue
"""So many amazing people touched the lives of hundreds of thousands",Non-Rescue
"""RT @MsVope: Our supplies are loaded up and headed south to support schools in Houston affected by #Harvey. Thanks",Non-Rescue
"""#ICYMI: $45mill in #Harvey aid to 100k households",Rescue
"""RT @Monttgreen: wooow!   Enorme tornado llegando a Baker Cypress",Non-Rescue
"""Visit https://t.co/sH8UzA9zeK #help #harvey for the link to donate to the victims.  #instagreat https://t.co/9jqjGsiQcC""",Rescue
"""RT @IRSnews: Before giving to hurricane #Harvey recovery efforts",Rescue
"""RT SenTedCruz """"I've visited many areas in #TX that have been impacted by #Harvey",Non-Rescue
"""RT @chrisfallis22: @realDonaldTrump Meanwhile",Rescue
"""RT @Cargas7: Many appreciate post #Harvey tweets of @CongCulberson but #TX7 also needs a congressman who's proactive re Hou flooding",Non-Rescue
"""factoid courtesy of @ProPublica : #ikedike could do nothing 2 prevent flooding damage from rain",Non-Rescue
"""Be the #brand known for helping out",Rescue
"""RT @Wolters_Kluwer: As recovery continues from Hurricanes #Irma &amp; #Harvey",Rescue
"""Why does it still feel like the start of the semester &amp; I havent settled in? Oh yea",Non-Rescue
"""Check out an S&amp;T predictive model that helped officials make decisions about #Harvey &amp; #Irma evacuation",Rescue
"""RT @MrCChem: Don't forget to wear your red",Non-Rescue
"""Impactful morning with #TX delegation",Rescue
"""RT @colinodonoghue1: To support people impacted by #harvey",Rescue
"""RT @jnabdallah: Dear young people",Rescue
"""RT @MHAHouston: NRG Update: there is an urgent need for psychologists",Non-Rescue
"""There's a lot of people in Mexico City. Thank you for the help with #Harvey and #Irma",Rescue
"""See you tonight at @theTroubadour for our #HelpHoustonHeal show with proceeds going to #harvey relief. Get your tix https://t.co/XqyyokZC5z""",Rescue
"""RT @JohnKingCNN: How about this #harvey rescue: Husband",Rescue
"""@MLB can you tell your umpires to stop giving @astros charity",Rescue
"""Alief ISD Superintendent HD Chambers thanking Texas for support with Greater Houston area students displaced by https://t.co/eASPVtRRpM""",Non-Rescue
"""RT @eramshaw: Here's how @TexasTribune is covering the aftermath of Hurricane #Harvey",Rescue
"""RT @ItalianCowboyTX: Eat #chocolate",Rescue
"""Milliken associates donate to the @RedCross",Rescue
"""RT @BSAchief: Our thoughts are w/everyone impacted by #Harvey. Right now",Rescue
"""@VP @POTUS Get the message out with a Retweet of my song """"God Loves You"""" w/ sales of the song",Rescue
""".@FEMA freezes Hurricane Matthew funds to help victims of #Harvey",Rescue
"""Texas Governor @GregAbbott_TX : let's implement a 30 Day Hold from Euthanasia for Lost #Harvey Pets: https://t.co/QtmP5flpvB via @Change""",Non-Rescue
"""@CCcentraltexas doing great relief work in TX",Rescue
"""RT @IRStaxpros: For the latest #IRS disaster relief",Rescue
"""RT @samehlinger: Some cool perspective in a macro way of how tech companies helped out during #Harvey",Rescue
"""Pse pray this morning for #Harvey relief distribution at Farrington Mission: provisions to the needy",Rescue
"""As part of our mission to patient #advocacy",Rescue
"""when hurricane #harvey flooded Texas",Rescue
"""RT @ConsulMexHou: Si tu casa fue afectada por #Harvey",Non-Rescue
"""I wish i had a million Hands  to help everyone in need ! #HurricaneMaria #Irma #Mexico #Harvey """,Rescue
"""RT @FEMA_Brock: 325k survivors signed up for assistance and counting. If affected by #Harvey",Rescue
"""RT @Habitat_org: Like many disaster-affected areas before them",Rescue
"""How Can I Help The #Animal Victims Of #Harvey &amp; #Irma? https://t.co/TtaNW31r3E kudos @NovaCatClinic #dogs #cats https://t.co/qlPiDHUq4Q""",Rescue
"""RT @AstroKomrade: #Harvey - still a menace! Hearts &amp; prayers go out to families",Non-Rescue
"""#WillieNelson leads all-star benefit #Harvey relief Erwin: https://t.co/gPFxnUpIbA",Rescue
"""#Harvey #Irma #MariaHurricane demonstrating importance of decentralized grids",Non-Rescue
"""The road to rebuilding will be long and difficult",Rescue
"""EPA says no fines for refiners amid hurricane-caused fuel shortages -  #Harvey https://t.co/CGRMFXzcHS""",Non-Rescue
"""RT @imkevinquinn: Houston mayor @SylvesterTurner to immigrants impacted by #harvey: """"Come out of the shadows"""". Seek help city",Rescue
"""RT @BSAchief: To help rebuild Scouting in councils affected by #Harvey",Rescue
"""RT @GeorgeHWBush: Pleased to join these friends",Rescue
"""Looking to help out after #Harvey",Rescue
"""RT @HoustonPubMedia: A Pasadena family shares their story of escaping #Harvey damage",Non-Rescue
"""Si tu casa fue afectada por #Harvey",Non-Rescue
"""RT @KPRCDominique: Wanting to help",Rescue
"""RT @HubbellPowerSys: As we rebuild from #Harvey and #Irma",Non-Rescue
"""Proud of @searchdogfdn teams who are deployed to help provide relief #MexicoQuake",Rescue
"""RT @USAFacts: Did you know that before #Harvey",Rescue
"""RT @SenTedCruz: Joined @JohnCornyn",Non-Rescue
"""RT @plattsshipping: After hurricanes #Harvey and #Irma",Non-Rescue
"""I'm at a session on school finance",Non-Rescue
"""@acls9_9 @SylviaMSoto2 Too bad TX wants us 2 stay out. Two weeks ago",Non-Rescue
"""RT @Common__Threads: Proud to have the support of Mission Partner @WalmartGiving",Rescue
"""#Lawyers licensed outside Texas can provide help to #Harvey victims",Rescue
"""""""@kimhowarddc: WATCH farmer's emotional reunion w/his #animals after Hurricane#Harvey ",Rescue
"""RT @RedCrossNCR: Thanks Arianna",Rescue
"""How @TeamRubicon is helping a Navy Veteran in Houston recover from #Harvey.  @CaseyNeistat documents the effort. https://t.co/tB9q9vU0sc""",Rescue
"""I'm reading my #Harvey poetry at the #HOUlibrofest next Saturday with @danimalpena",Non-Rescue
"""Become a #redcross volunteer and help people in their time of need",Rescue
"""@CraigCo62 All for Boeing keeping jobs",Rescue
"""Incredible 64"""" of rain in Nederland",Non-Rescue
"""RT @archdpdx: Mother of Perpetual Help",Non-Rescue
"""RT @FarmPolicy: Hurricane #Harvey's impact on #cotton &amp; #sugarcane",Non-Rescue
"""RT @Almagro_OEA2015: After devastating effects of hurricanes #Harvey",Non-Rescue
"""10 dogs rescued from areas affected by #Harvey",Rescue
"""Listening to @ArgisSolutions @GISInTheRockies talk on  #AR imagining how useful this geotech would have been in https://t.co/1zTmDSbDh5""",Non-Rescue
"""Update: House Speaker Paul Ryan and congressional delegation touring #Harvey damage",Non-Rescue
"""@realDonaldTrump Just imaging how many people would be helped in Texas and Florida",Rescue
"""@foodandwine re: #Harvey @SWTChefblog + I have @SSaltFoundation started 2yrs ago 2 help gulf coast. We've been raising $",Rescue
"""Frannie &amp; her friends sold lemonade to raise $3",Rescue
"""RT @FirstAlert12: RESOURCES | Several groups donating food",Rescue
"""RT @JoseADelgadoEND: """"Esto es peor de lo que pas en Texas"""" a causa de #Harvey",Non-Rescue
"""#Harvey #DisasterRecovery #Insurance #FEMA #legalaid tomorrow",Rescue
"""What was FEMA doing just before #Harvey hit? Selling off disaster-relief trailers at bargain prices",Rescue
"""La fin du monde tait prvue en 2012",Non-Rescue
"""RT @SunAntilles: Les cyclones ayant affects les Antilles FR(Guadeloupe",Non-Rescue
"""RT @travisbubenik: .@SecretaryPerry on #Harvey: Texas showed """"calmness",Non-Rescue
"""After donating $2M to #Harvey relief",Rescue
"""In resp. to Hurricane #Harvey &amp; #Irma",Rescue
"""RT @Courageous_K: Southeats Yields to Hurricane Recovery",Non-Rescue
"""RT @SecretarySonny: For farmers",Rescue
"""RT @MLopezSanMartin: Mxico ofreci ayuda inmediata a EU por huracn #Harvey",Non-Rescue
"""RT @JenKling1027: C3 attendees have raised $15k for #Harvey &amp; #Irma relief",Rescue
"""RT @Columbia_Assoc: For #Hurricane #Harvey survivors",Non-Rescue
"""As response continues for #Harvey and #Irma",Rescue
"""RT @ltgrusselhonore: @Kevunn @NMEACS Nation should be in the recovery mode ",Rescue
"""TERRIBLE: During #Harvey thousands of TX """"prisoners remained behind",Non-Rescue
"""RT @usatodaytravel: #Harvey air travel update: More Houston flights on Friday",Non-Rescue
"""Puerto Rico was devastated by Hurricane #Maria. PR needs as much attention &amp; support now as Houston after #Harvey",Non-Rescue
"""Thanks for serving alongside our Disaster Relief teams this morning",Non-Rescue
"""RT @WashTimesOpEd: """"Just goes to show: Where charity exists",Rescue
"""Our thoughts are with everyone recovering from Hurricane #Irma and #Harvey. If you have been impacted",Rescue
"""Roundtable discussion with cotton producers in Lamesa",Non-Rescue
"""U.S. home sales hit 12-month low",Non-Rescue
"""Communities are recovering from recent disasters. With more storms on the way",Rescue
"""#Olympic #Champion Simone Biles talks #Hurricane #Harvey: https://t.co/Rj3zNY7DNO",Non-Rescue
"""RT @ACPhillipsMusic: TY! @GraceVanderWaal  for auctioning your ukulele to assist @austinpetsalive  help Hurricane #Harvey pets. Now $11",Rescue
"""Remember This? #Harveys toll: 30",Rescue
"""Now on: @StrawFinal radio w/yellow hammer alt. on relief work around Hurricanes #Harvey",Rescue
"""K #US. #Mexico helped with #Harvey",Rescue
"""RT @TAMUEngineering: Check out how our faculty and staff have helped #Harvey victims to prepare",Rescue
"""RT @erinruberry: As of Saturday AM",Rescue
"""RT @SCCThinkAgain: Proud to be a part of #CreativeRelief",Rescue
"""@SheriffClarke I thought the clinton foundation was founded to help those who really need it. Like Haiti",Rescue
"""If you need help coping with #Irma or #Harvey",Rescue
"""If you are an older American who was impacted by recent hurricanes",Non-Rescue
"""Reminder:The AIM for the CURE Melanoma Walk originally slated for 9/23 @MDAndersonNews was cancelled due to #Harvey",Non-Rescue
""".@RLChighschool students are helping the people of Mont Belvieu",Rescue
"""RT @BeckyWallace1: The need just keeps growing. If you can send new/nearly new books to help schools affected by #Harvey",Rescue
"""""""Just goes to show: Where charity exists",Rescue
"""""""You will live secure and full of hope; God will protect you and give you rest."""" Job 11:18 #Houston #Harvey https://t.co/ZRC63a4ctp""",Non-Rescue
"""RT @gtClaudio: #climagt RT @chrisdolcewx: The big 3 of 2017 making U.S. landfall at Category 4 strength. #Maria",Non-Rescue
"""Hit with 12 feet of  water during #Harvey",Non-Rescue
"""RT @GlobalGiving: After disasters like #Harvey and #Irma",Rescue
"""RT @nathanlino: Farrington Mission given $155",Rescue
"""RT @HoggFoundation: #Resilience",Non-Rescue
"""#QuestionsINeedAnswersTo Why the #MexicoQuake ",Non-Rescue
"""@Guitar327 @EdKrassen @BarackObama Trump beat Obama to #Harvey is mute. DT is POTUS",Non-Rescue
"""While Congress quibbles over disaster money we have Munchkin Conjob &amp; Pricey taking $300",Non-Rescue
"""RT @PlattsGas: #Harvey sent the #energy market into a frenzy",Non-Rescue
"""This will be the true test of Houston's resilience. If the middle class falters",Non-Rescue
"""RT @gwccwx: A look back at the rainfall from Hurricane #Harvey. Thanks",Non-Rescue
"""I get kids stuck in a collapsed schoolBUT for CHRISSAKES! We had #Harvey",Non-Rescue
"""RT @jacardo01: https://t.co/NUhYCAkulU How much every Org have collected for Disasters #Harvey #Irma #Maria #earthquake Gov or Private all""",Non-Rescue
"""Loading up the Mosque No.45 truck with #Harvey  relief supplies for distribution. https://t.co/m6WVcr2SLx""",Rescue
"""RT @sswalker: Amazing: As @HEB continues to help #Texans impacted by #Harvey; today they're sending 10 truck loads of water",Rescue
"""RT @FANderWaalNews: HELP #HARVEY ANIMALS AUCTION  Ukulele used/signed by @GraceVanderWaal benefits @austinpetsalive  NOW at $15",Non-Rescue
"""RT @WashTimes: """"Just goes to show: Where charity exists",Rescue
"""Our employees donated to a Comfy Clothes campaign for #Harvey relief &amp; raised $20",Rescue
"""Please visit OUR Website for info on how we can aid those in desperate need! #Texas #Harvey #Irma https://t.co/vMVt0qLtzS""",Rescue
"""We can't imagine how many are still cleaning up after the #Harvey floods. If your business is affected",Rescue
"""#HUD Secretary Ben Carson to visit Beaumont",Non-Rescue
"""RT @abc13houston: #Harvey flooding led to a massive fire at a chemical plant in Crosby. At 10",Non-Rescue
"""RT @PatrickSvitek: The breakdown of the Trumps' $1 million personal donation to #Harvey relief efforts",Rescue
"""#Dog chained up during #Harvey flood",Rescue
"""RT @bfry1981: by @bfry1981 Are #Hurricanes #Harvey",Non-Rescue
"""RT @ElizaCaudill: With 13 classrooms damaged",Non-Rescue
"""@DeniseNakanoTV Maybe a better idea for Tastycakes sender = donate $5 or $10 to #Harvey and #Irma relief in Denise' https://t.co/JeQtM3OT6a""",Rescue
"""RT @IRSnews: When helping hurricane #Harvey victims",Rescue
"""RT @Bishopjohn4th: I'm praying that those who experienced great lost from #Harvey and #Irma",Non-Rescue
"""Thank you so much to Heritage Baptist Church",Rescue
"""RT @weatherchannel: Three Category 4 hurricanes have made a U.S. landfall in 2017",Non-Rescue
"""RT @pewtrusts: Congress can help communities avoid the level of devastation from storms like #Maria",Rescue
"""@spikey0728 @AntonioParis True. But",Non-Rescue
"""RT @ShernMinKHOU: Saluting @houstonpolice efforts during #Harvey. Lake Patrol alone rescued estimated 3",Rescue
"""RT @JohnCornyn: Good discussion w/ @SecretaryCarson about @HUDgov's role in #Harvey recovery efforts like housing",Non-Rescue
"""RT @AntonioArellano: Along the #Texas coast",Non-Rescue
"""RT @SalvationArmyUS: With your help",Rescue
"""RT @SalvationArmyUS: To provide help after #Harvey",Rescue
"""RT @Robert_Downen: Weeks after #Harvey",Non-Rescue
"""When disasters like #Harvey and #Irma strike",Non-Rescue
"""#Harvey #Irma #Maria #MexicoEarthquake ",Non-Rescue
"""Should Acts of God like #Harvey &amp; #IrmaHurricane2017 #mexicanearthquake not be paid for by #taxfree Churches? .@joelogue2 @ElaineYoung94""",Rescue
"""Best of luck to him! Plus everyone from the @RedCross @RedCrossBloodOH helping out after #Maria",Rescue
"""@FoxNews great article on cars destroyed by #Irma and #Harvey but public should also look out for RV's affected by storms.""",Non-Rescue
"""RT @HoustonMatters: """"It was shocking to see it first-person",Non-Rescue
"""RT @fireengineering: Report: Without official order",Rescue
"""RT @MGHDisasterMed: For those looking to help w/ #Harvey relief",Rescue
"""Nice. While All Eyes Were on #Irma",Rescue
"""RT @GIJoeOPS: @POTUS visits victims of #Harvey @ Houston shelter! This Is """"OUR"""" Real Pres",Non-Rescue
"""Maybe they think #JoelOsteen will foot their bill instead with all the tax free money he saved during #Harvey https://t.co/tElz4fFHyI""",Non-Rescue
"""All proceeds from sale of this beer going to #Harvey relief. F'in A. #Houstron... (Crush City IPA) https://t.co/etHCTUnSGE""",Rescue
"""#Harvey may have hit weeks ago",Rescue
"""#Oil And #NATGas #Update  #Hurricane #Harvey #Drives Oil",Non-Rescue
"""Why we're helping #Harvey victims &amp; how you can help",Rescue
"""RT @Petplan: We're donating $30",Rescue
"""RT @wesrap: PICS: @GregAbbott_TX",Non-Rescue
"""RT @LMinTX: Catch up on #Texas politics -- #Harvey aid plans",Rescue
"""RT @TheView: Last week's #DayofGiving raised over $15.5 million",Rescue
"""RT @NAMB_SBC: Help us rebuild the homes",Non-Rescue
"""RT @salarmychicago: In response to #Hurricanes #Harvey &amp; #Irma",Rescue
"""Los tres huracanes ms mayores del 2017 tocando tierra estadounidense a fuerza de categora 4. #Harvey",Non-Rescue
"""This guy... #harvey #rabbitsofinstagram @ San Pedro (Californi) https://t.co/4G1JtmLVpB""",Non-Rescue
"""RT @HoustonOBO: #HouRecovers As we begin the process of rebuilding after #Harvey",Non-Rescue
"""For those recovering from #Harvey or #Irma",Rescue
"""RT @FirstAlert12: Tent shelters for 250 being set up in Orange County",Non-Rescue
"""Please consider donating &amp; sharing our cause with your followers. BBB Accredited Donation Link: https://t.co/DfthEyBzxT""",Rescue
"""Continuing the help for #Harvey and #Irma victims. How volunteers at @ConvoyofHope  are making a difference",Rescue
"""While eyes turned toward the next hurricane (Irma)",Non-Rescue
"""RT @NIOSH: #Heatstress can result in heat stroke",Non-Rescue
"""RT @HedgeBz: #Harvey's toll: 30",Rescue
"""RT @AWBC_USA: .@OANN's @emeraldrobinson talks to AWBC CEO Antonella Pianalto about #AWBCLead17 &amp; #Harvey",Rescue
"""@madewell w @cotton #volunteers working on #vets homes",Rescue
"""When hurricanes #Harvey &amp; #Irma struck",Rescue
"""Thread: Check out how you can help #Houston children and others affected by #Harvey by helping @MarchForSciHou's https://t.co/tfKzFTsRRC""",Rescue
"""RT @GivingHubHOU: Want to volunteer to help #Houston #Harvey victims? We need donation organizers",Rescue
"""If your church is taking up an UMCOR offering for #Irma or #Harvey",Rescue
"""Thank you everyone for your kind words",Non-Rescue
"""RT @ClimateSignals: Updated with relevant storm surge",Non-Rescue
"""@chrislhayes How dare the Dir of @HHSGov spend that $ when there r pple that r hungry",Non-Rescue
"""As we discuss how racist we r on anniversary of Emancipation Proclamation...Important to remember",Non-Rescue
"""RT @ClimateNexus: Fact: climate change can make hurricanes like #Harvey &amp; #Irma stronger. With deniers in charge",Non-Rescue
"""The people of the #US are resilient. We will survive Hurricanes #Harvey",Non-Rescue
"""Just gave another donation to help rebuild the Texas Gulf Coast  No donation is too small. #Harvey #RebuildTx #give""",Rescue
"""Florida is our home. We understand how challenging Hurricanes can be",Rescue
"""We all came together as a community after #Harvey",Rescue
"""#Harvey &amp; #Irma caused devastation where it struck",Rescue
"""RT @SenTedCruz: Glad to visit @jrbhouston with @SpeakerRyan",Non-Rescue
"""RT @ClaraRecordier: #Ouragans #Harvey",Non-Rescue
"""#Harvey took out one of our clients homes",Non-Rescue
"""RT @TeaLeoni: In the aftermath of #Irma",Rescue
"""Virginians brave harm's way: helping in TX",Rescue
